,movie_title,movie_info,date,genres,content_rating,directors,writers,actors,tomatometer_rating,IMDB_rating,twit_mean_rating,Poster,streaming
300,Butch Cassidy and the Sundance Kid,"The true story of fast-draws and wild rides, battles with posses, train and bank robberies, a torrid love affair and a new lease on outlaw life in far away Bolivia. It is also a character study of a remarkable friendship between Butch - possibly the most likeable outlaw in frontier history - and his closest associate, the fabled, ever-dangerous Sundance Kid.",1969,"Action & Adventure, Classics, Western",PG,George Roy Hill,"William Goldman, George Roy Hill","Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Henry Jones, Donnelly Rhodes, Jo Gilbert, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop, Pancho Cordova, Nelson Olmsted, Paul Bryar, Sam Elliott, Charles Akins, Eric Sinclair, Burt Bacharach",9.0,8.0,8.097345132743364,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
301,By The Sea,"A troubled American couple (Brad Pitt, Angelina Jolie Pitt) befriend young newlyweds and local villagers while staying at French seaside resort.",1982,"Drama, Romance",R,Angelina Jolie,Angelina Jolie,"Angelina Jolie, Brad Pitt, Melvil Poupaud, Mélanie Laurent, Niels Arestrup, Sarah Naudi, Richard Bohringer, Marika Green, Aldo Buontempo, Philippe Martinet, Francis Xuereb, Kathleen Beethans, Malcolm Beethans, Bjorn Kubin, Penny Dix, George Camilleri, Arcadia Vodka, Indi Marceau Coppola, Jeff Atmajian",3.4,7.5,5.491525423728813,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5Nzk3Mjc4MF5BMl5BanBnXkFtZTcwMDg4NzIyMQ@@._V1._CR60,141,225,308_UY268_CR7,0,182,268_AL_.jpg",Netflix
302,CBGB,"Though originally conceived as a country and bluegrass venue, Hilly Kristal's (Alan Rickman) New York club becomes the birthplace of underground and punk music, and helps launch the careers of such bands as Blondie, the Ramones and the Police.",2013,"Drama, Musical & Performing Arts",R,Randall Miller,"Jody Savin, Randall Miller","Alan Rickman, Rupert Grint, Ashley Greene, Joel David Moore, Malin Akerman, Stana Katic, Taylor Hawkins, Mickey Sumner, Justin Bartha, Donal Logue, Freddy Rodriguez, Bradley Whitford, Johnny Galecki, Ryan Hurst, Richard de Klerk, Steven Schub, Evan Alex Cole, Peter Vack, Estelle Harris, Josh Zuckerman, Ahna O'Reilly, Kyle Gallner, Jared Carter, Abby Leigh Huffstetler, Michael Britt, Keene McRae, Thompson Newkirk, Christopher Scott Copeland, Bronson Adams, Simon Hodgeson, Julian Acosta, Catfish, Max Reinhardsen, Luke Dressler, Adam Bailey, Arthur Bridgers, Danielle Lily Shaw, Holly Hubbell, B. Todd Johnston, Tyler Tunney, Tom Nowicki, Aaron Munoz, Michael Massee, Darin Heames, James Edwards, Dominic Bogart, Caleb McCotter, Vincenzo Hinckley, Kamille Dawkins, Blake Shutterly, Katherine DuBois, Juan C. Piedrahita, Richard Marrero, Bob Lipka",0.7,6.6,7.15,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDcxODY0OV5BMl5BanBnXkFtZTgwOTgwMzQxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
303,Cabin Fever,"Bert (James DeBello), a college student vacationing with friends in the mountains, mistakenly shoots a local man (Arie Verveen) with a skin infection while hunting in the woods. Panicking, he abandons the scene and leaves the man for dead. When the man stumbles into a reservoir, he infects the water supply, and soon one of Bert's friends becomes infected. The friends struggle to stop the contagious, flesh-eating disease while on the run from a group of ornery backwoods locals out for revenge.",2000,"Horror, Mystery & Suspense",R,Eli Roth,"Randy Pearlstein, Eli Roth","Rider Strong, Jordan Ladd, Joey Kern, Cerina Vincent, James DeBello, Arie Verveen, Giuseppe Andrews, Robert Harris, Eli Roth, Hal Courtney, Matthew Helms, Richard Boone, Tim Parati, Christy Ward, Michael Harding, Julie Childress, David Kaufbird, Dalton McGuire, Jana Farmer, Dante Walker, Jeff Rendell, R. Brandon Johnson, Philip Fox, Cherie Rodgers, Sam Froelich, Bill Terrell, Richard Terrell, Jeff Evans, Mike Hill, J.K. Godbold, Richard Fullerton, Phil Fox, Darcy Jo Martin, Gabriel A. Roth, Donald Lee Hall Jr., Jeremy A. Metcalf, Noah Belson, Doug McDermott, Matt Cappiello, Jessica Masserman, Paige Hunter, Gino Vincent, Shiloh Strong, Jay Aaseng, Matthew Schwarz, Jessica Shortkoff, Rock, Mark Morse, Heather Simmons, Dean Masserman, Gabriel Roth and the Mirrors, Tom Terrell, Evan Astrowsky, Luke Blackwood, Mark C. Schwarz, Shana Schwarz, Joe Adams, Adam Roth, Jeff Hoffman, Tommy Terrell, John Neff, Nancy Neff, Michael Reardon, Glenn Weisberger, Roy Wood",6.2,6.7,4.98,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNTU3NzM2NDJeQTJeQWpwZ15BbWU2MDY2ODcyNw@@._V1_UY268_CR3,0,182,268_AL_.jpg",Netflix
304,Cake,"After having visions of a member of her support group who killed herself, a woman (Jennifer Aniston) who also suffers with chronic pain seeks out the widower (Sam Worthington) of the suicide.",2005,Drama,R,Daniel Barnz,Patrick Tobin,"Jennifer Aniston, Anna Kendrick, Adriana Barraza, Sam Worthington, Chris Messina, Mamie Gummer, Felicity Huffman, William H. Macy, Britt Robertson, Lucy Punch",4.8,4.9,6.547770700636943,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MDMxMTc0M15BMl5BanBnXkFtZTcwMDgyNjEzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg","Hulu, Netflix"
305,Calendar Girl,"In 1962, lifelong friends Roy Darpinian (Jason Priestley), Ned Bleuer (Gabriel Olds) and Scott Foreman (Jerry O'Connell) have just graduated from their small Nevada town's high school. With time running out before Roy must report for Army training, he is determined to meet his ideal woman, Marilyn Monroe (Stephanie Anderson). After he steals a car from his loan-shark employers, Arturo (Kurt Fuller) and Antonio (Stephen Tobolowsky), the trio hits the road for Los Angeles.",1947,"Comedy, Drama, Romance",PG-13,John Whitesell,Paul W. Shapiro,"Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano, Steve Railsback, Kurt Fuller, Stephen Tobolowsky, Emily Warfield, Stephanie Anderson, Maxwell Caulfield, Chubby Checker, Michael Quill, Leslie Wing, Sean Fox, Kevin Michaels, Blake McIver Ewing, Michael David Kaye, Sean Fitzgerald, Maggie Simman, Elizabeth Quill, Emily Whitesell, Timothy Heath, Christine Taylor, Cortney Page",1.1,5.8,7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MTA5MTE5NV5BMl5BanBnXkFtZTcwNzIwNTIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
306,Calendar Girls,"After the death of her best friend's husband from cancer, spirited Yorkshire housewife Chris Harper (Helen Mirren) hatches a scheme to raise money for a memorial to him. Utilizing a tradition from the hidebound Woman's Institute association, Chris encourages Annie (Julie Walters) and their friends to create a calendar -- with the novel detail of using the middle-aged women of their village as nude models. The idea stuns the husbands and a wary young photographer (Philip Glenister).",2003,"Comedy, Special Interest",PG-13,Nigel Cole,"Juliette Towhidi, Tim Firth","Helen Mirren, Julie Walters, John Alderton, Linda Bassett, Annette Crosbie, Philip Glenister, Ciarán Hinds, Celia Imrie, Celia Inrie, Geraldine James, Penelope Wilton, George Costigan, Graham Crowden, John Fortune, Georgie Glen, Angela Curran, Rosalind March, John-Paul Macleod, Marc Pickering, John Sharian, Belinda Everett, Harriet Thorpe, Gillian Wright, Ian Embleton, Janet Howd, Lesley Staples, Richard Braine, Maggie McCarthy, Diana Marchment, Celia Henebury, Ted Robbins, Arthur Kelly, Alison Pargeter, Tim Barker, Angus Barnett, Frank Barrie, John Sparkes, Merryn Owen, Richard Ashton, Shameer Madarbakus, Elizabeth Ann Bennett, Simon Ludders, Darren Southworth, Sharon Thomas, Christa Ackroyd, Geoffrey Wilkinson, Bob Flag, Mark Hayford, Russell Geoffrey Banks, Wilfred Harrison, Adil Hussain, Waqas Altaf, Paul McLeary, Peter Lorenzelli, Jay Leno, Matt Malloy, Patton Oswalt, Craig Kirkwood, Frank Bello, John Bush, Scott Ian Rosenfeld, Ashley Niles, Angela Marie Baker, Beryl Bamforth, Christine Clancy, Ros Fawcett, Lynda Logan, Tricia Stewart, Roy the Postman",7.4,6.9,7.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
307,Calvin Marshall,A college student dreams of playing baseball but finds his true calling instead.,2009,"Comedy, Romance",R,Gary Lundgren,Gary Lundgren,"Alex Frost, Steve Zahn, Michelle Lombardo, Jeremy Sumpter, Cynthia Watros, Noah Ryan Scott, Abbey Merow, Diedrich Bader, Grace Thorsen, Abraham Benrubi, Darwin Barney, Andrew Wilson, Jane Adams, Douglas Rowe, Catherine E. Coulson, Josh Fadem, Jimmy L. Garcia, Michael Matondi, Terri McMahon, Terri McMahan, Rosie Thomas, James J. Peck, Bill Rowe, Norman Malmberg, Larry Ziegelmeyer, Colin Cunningham, Jeanne Renaux, Renée Hewitt, Jackson Rowe, Alexis Brown, Marcus McDougald, Brian Amlin, Jodee Scott, Aaron Chapman, Tia Khachitphet, James Joy, J.J. Owens, Linda Case, John Askew, Petracovich, Jaclyn Hamilton-Smith, Richelle Milsap, Richelle Millsap, Marsa Morse, Dennis Nicomede, Tony Boggs, Charles Curt Farber, Greg Sorenson, Mark Cunningham, Scott Ford, Dick Chamberlain, Grayson Wagner",6.0,5.9,6.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjExODkwMzg4N15BMl5BanBnXkFtZTcwMDMxNTg2Mw@@._V1_UY268_CR15,0,182,268_AL_.jpg",Amazon Prime
308,Camelot,"After the arranged marriage of Arthur (Richard Harris) and Guinevere (Vanessa Redgrave), the king gathers the noble knights of the realm to his Round Table. The dashing and stalwart Lancelot (Franco Nero) joins, but soon finds himself enraptured by the lovely Guinevere. When Arthur's illegitimate son, Mordred (David Hemmings), reappears in the kingdom and outs the secret lovers, Arthur finds himself trapped by his own rules into taking action against his wife and closest friend.",1967,"Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",G,"Joshua Logan, Moss Hart",Alan Jay Lerner,"Richard Harris, Vanessa Redgrave, Franco Nero, David Hemmings, Lionel Jeffries, Pierre Olaf, Estelle Winwood, Gary Marshal, Anthony Rogers, Peter Bromilow, Sue Casey, Nicolas Beauvy, Laurence Naismith, Garry Marshall, Gary K. Marshall, Garry Marsh",4.1,6.5,4.333333333333333,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDg1MDk5OF5BMl5BanBnXkFtZTcwNzIwNDgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",Amazon Prime
309,Camino,Violent missionaries pursue a war photographer (Zoë Bell) in the jungles of Colombia after she takes a picture of an atrocity.,2008,Action & Adventure,NR,"Josh Waller, Josh C. Waller",Daniel Noah,"Zoe Bell, Zoe Bell, Nacho Vigalondo, Sheila Vand, Francisco Barreiro, Dominic Rains, Kevin Pollak, Nancy Gomez, Jason Canela, Luis Aldrey Chacon, Luis Espinoza, Emmanuel DeJesus, Kenia Chacon, Ana Ravedutti, Dalila Palacios, Richard Concepcion",3.2,7.4,6.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ4OGY1NmQtN2YzNS00ZDQwLWFlMTYtYWZlNDlhZjRhMmFhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
310,Camp Nowhere,"Morris ""Mud"" Himmel (Jonathan Jackson) spends every summer at computer camp, but he hates it. Mud and his friends (Andrew Keegan, Melody Kay, Marnette Patterson), unhappy about their respective camp prospects, devise a plan to finally have a fun summer. They bribe Dennis Van Welker (Christopher Lloyd), an ex-teacher, to pose as a counselor for a fake camp and rent a campground where the kids can run amok. But they run into trouble when their parents want to come for a visit.",1994,"Action & Adventure, Comedy, Kids & Family",PG,Jonathan Prince,"Andrew Kurtzman, Eliot Wald","Jonathan Jackson, Christopher Lloyd, Andrew Keegan, Marnette Patterson, Melody Kay, Ray Baker, Kate Mulgrew, Wendy Makkena, Peter Scolari, Romy Walthall, Peter Onorati, T.R. Polk, M. Emmet Walsh, John Putch, Thomas F. Wilson, Burgess Meredith, Romy Windsor, Joshua G. Mayweather, Devin Oatway, Kellen McLaughlin, Brian Wagner, Maryedith Burrell, Hillary Tuck, Paige Andree, Leah Theresa Hanner, Mooky Arizona, Kazz Wingate III, Nathan Cavaleri, Heather DeLoach, Nicolas Friedman, Alyssa Poblador, Allison Mack, Jessica Alba, Tiffany Mataras, Krystle Mataras, Ian Christopher Scott, Joe Scott, Patrick LaBrecque, Kevin Scannell, Michael Zorek, Kyra Stempel, Jonathan Prince, Ron Fassler, Bobette Buster, Donzaleigh Abernathy, William John Murphy",1.8,6.0,7.833333333333333,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWY0M2NiNDctMWJiNy00MGVlLThmYmItYWVmNGJiOTI5YTlmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_UY268_CR0,0,182,268_AL_.jpg",Disney Plus
311,Camp X-Ray,A female guard (Kristen Stewart) at Guantanamo Bay forms an unlikely friendship with one of the facility's longtime detainees.,2014,Drama,R,Peter Sattler,Peter Sattler,"Kristen Stewart, Payman Maadi, Lane Garrison, J.J. Soria, John Carroll Lynch, Nawal Bengholam, Mark Naji, Anoop Simon, Cory Michael Smith, Ser'Darius Blain, Tara Holt, Ladell Preston, Daniel Leavitt, Marco Khan, Julia Duffy, Robert Tarpinian, Kyle Bornheimer, Yusef Azami, Brandon Seider",7.5,6.9,7.4652567975830815,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5NjI1MjEwMV5BMl5BanBnXkFtZTgwNjc2Mzc3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
312,Can't Hardly Wait,"School's out, and an entire graduating class -- from football stars and cool girls to complete nerds -- gathers at a wealthy classmate's home for a party. There, the artistic Preston (Ethan Embry) hopes to move in on Amanda (Jennifer Love Hewitt), the beauty he has admired from afar for years. Dorky William (Charlie Korsmo) schemes to pay back meathead Mike (Peter Facinelli) for years of bullying, and would-be rapper Kenny (Seth Green) gets locked in a room with snarky Denise (Lauren Ambrose).",1998,Comedy,PG-13,"Harry Elfont, Deborah Kaplan","Deborah Kaplan, Harry Elfont","Jennifer Love Hewitt, Ethan Embry, Seth Green, Lauren Ambrose, Charlie Korsmo, Peter Facinelli, Melissa Joan Hart, Jenna Elfman, Jerry O'Connell, Michelle Brookhurst, Alexander Martin, Erik Palladino, Channon Roe, Summer Phoenix, Sean Patrick Thomas, Freddy Rodriguez, Joel Michaely, Jay Paulson, Brian  Hall, Branden Williams, Bobby Jacoby, Johnny Zander, Donald Faison, Alaa Khaled, Jaime Pressly, Tamala Jones, Jennifer Lyons, Seth Peterson, Angela Vacco, Nick Paulos, Chris Owen, Vicellous Reon Shannon, Monica McSwain, Marisol Nichols, Liz Stauber, Nicole Bilderback, Jason Segel, Paige Moss, Clea DuVall, Leslie Grossman, Ali MacLean, Brian Klugman, Meadow Sisto, Eric Balfour, Selma Blair, Jennifer Paz, Sara Rue, Nils Larson, Steve Monroe, Eric Brice Scott, Chris Wiehl, John Patrick White, Jamie Donnelly, Reni Santoni, Rob Roy Fitzgerald, Corrinn Reilly, Amber Benson, Breckin Meyer",4.0,6.5,7.2105263157894735,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGY5NDIwNWMtN2IxZC00ODYxLWI1ZjgtOTQ4ZjhlYzMyZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
313,Candy,"A fatherly chemistry professor (Geoffrey Rush) indulges two young lovers (Heath Ledger, Abbie Cornish) in their ever-increasing heroin habits. Eventually the pair, an artist named Candy and an aspiring poet named Dan, become caught in a harrowing downward spiral of drug dependency and failed efforts to get clean.",1968,"Drama, Romance",R,Neil Armfield,"Neil Armfield, Luke Davies","Heath Ledger, Abbie Cornish, Geoffrey Rush, Tony Martin (II), Noni Hazelhurst, Noni Hazlehurst, John Lee, Tim McKenzie (II), Tara Morice, Felino Dolloso, Cristian Castillo, Jason Chan (II), Luke Davies, Damon Herriman, Sandy Winton, Tom Budge, Patricia Lemon, Barry Jaggers, Paul Blackwell, Nathaniel Dean, Adrienne Pickering, John McNeill, Doreen Mullen, Rebecca Watt, Sean O'Riordan",4.7,5.1,7.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDUzYzYyNDYtNWQ3YS00YTAwLTliZGQtOGIxOWQ4MjA5ZDk3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
314,Candyman,"Skeptical graduate student Helen Lyle (Virginia Madsen) befriends Anne-Marie McCoy (Vanessa Williams) while researching superstitions in a housing project on Chicago's Near North Side. From Anne-Marie, Helen learns about the Candyman (Tony Todd), a knife-wielding figure of urban legend that some of her neighbors believe to be responsible for a recent murder. After a mysterious man matching the Candyman's description begins stalking her, Helen comes to fear that the legend may be all too real.",1992,Horror,R,Bernard Rose,Bernard Rose,"Virginia Madsen, Tony Todd, Xander Berkeley, Kasi Lemmons, DeJuan Guy, Michael Culkin, Stanley DeSantis, Marianna Eliott, Ted Raimi, Ria Pavia, Mark Daniels, Jason LaPadura, Lisa Ann Poggi, Adam Philipson, Vanessa L. Williams, Eric Edwards, Carolyn Lowery, Barbara Alston, Sarina C. Grant, Latesha Martin, Lanesha Martin, Bernard Rose, Glenda Starr Kelly, Kenneth A. Brown, Caesar Brown, Terrence Riggins, Fred Sanders, Gilbert Lewis, Rusty Schwimmer, Baxter Harris, John Rensenhouse, Mika Quintard, Doug MacHugh, Carol Harris, Diane Peterson, Michael Wilheim",7.5,6.7,6.5,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzViMTE0YTItZTEyZS00ZDk5LWI4OWEtZmI4YzE3NzllYTUwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",Netflix
315,Capone,Chronicling the final days of notorious gangster Al Capone as he succumbs to dementia and relives his past through tormenting memories.,1975,Drama,R,Josh Trank,Josh Trank,"Tom Hardy, Kyle MacLachlan, Linda Cardellini, Jack Lowden, Matt Dillon, Noel Fisher, Al Sapienza, Kathrine Narducci, Tilda Del Toro, Wayne Pére, Jhemma Ziegler, Mason Guccione, Samantha Czosnek, Gino Cafarelli, Rose Bianco, Edgar Arreola, Tara Marie Foy, Emma Willoughby, Caiden Acurio, Tony Beard, Manny Fajardo, Andreanna L. Jenson, Heather Isaac, Jack Reeder, Michael Raymond, III, David Wachs, Cameron Stout, Natalie Sibille, Kaleb Williams, Rebecca Chulew, Christopher Bianculli, Jason Edwards, Macey DePaula, Silas Borelly, Sue-Lynn Ansari, Jesse Mattson, Christopher Morris (IV), Patti Brindley, Jon Arthur, CG Lewis",4.1,5.7,4.033898305084746,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDQzNTgzNDk1Ml5BMl5BanBnXkFtZTYwODQ0Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
316,Capricorn One,"Three astronauts (James Brolin, Sam Waterston, O.J. Simpson) are about to launch into space on the first mission to Mars. But when a mechanical failure surfaces that would kill the three men, NASA removes them from the Capricorn One capsule. To prevent a public outcry, NASA launches the capsule unmanned and requires the astronauts to film fake mission footage in a studio. However, the plan is compromised when an ambitious journalist (Elliott Gould) discovers the conspiracy.",1977,"Drama, Mystery & Suspense, Science Fiction & Fantasy",R,Peter Hyams,Peter Hyams,"Elliott Gould, James Brolin, Brenda Vaccaro, O.J. Simpson, Sam Waterston, Hal Holbrook, David Huddleston, David Doyle, Denise Nicholas, Robert Walden, Lee Bryant, Alan Fudge, Karen Black, Telly Savalas, James Karen, Nancy Malone, Norman Bartold, Darrell Zwerling, Milton Selzer, Lou Frizzell, Paul Picerni, Barbara Bosson, Jon Cedar, Steve Tannen, Trent Dolan, Todd Hoffman, Ken White, James Bacon, Ron Cummins, Zack Taylor, Frank Farmer, James B. Sikking",6.2,6.8,8.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzMDYyMjYwMF5BMl5BanBnXkFtZTcwOTI5ODE2OQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",Amazon Prime
317,Captain Fantastic,"Ben Cash (Viggo Mortensen), his wife Leslie and their six children live deep in the wilderness of Washington state. Isolated from society, Ben and Leslie devote their existence to raising their kids -- educating them to think critically, training them to be physically fit and athletic, guiding them in the wild without technology and demonstrating the beauty of co-existing with nature. When Leslie dies suddenly, Ben must take his sheltered offspring into the outside world for the first time.",2022,Drama,R,Matt Ross,Matt Ross,"Viggo Mortensen, Frank Langella, Kathryn Hahn, Missi Pyle, Steve Zahn, Ann Dowd, George MacKay, Sami Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Trin Miller, Elijah Stevenson, Teddy Van Ee, Erin Moriarty (II), Hannah Horton, Galen Osier, Thomas Brophy, Louis Hobson, Hafid Abdelmoula, Paul Alan Amend",8.3,8.4,7.903985507246377,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
318,Captive,"Brian Nichols (David Oyelowo) becomes the subject of a citywide manhunt after breaking out of a courthouse jail and killing four people. His frantic escape brings him to the apartment of Ashley Smith (Kate Mara), a single mother and recovering methamphetamine addict. Held hostage by Nichols in her own home, the scared woman looks for guidance from ""The Purpose Driven Life,"" Rick Warren's best-selling, inspirational book. As she reads aloud, Ashley and her would-be killer come to a crossroad.",1986,"Drama, Mystery & Suspense, Special Interest",PG-13,Jerry Jameson,Brian Bird,"Kate Mara, David Oyelowo, Michael Kenneth Williams, Mimi Rogers, Jessica Oyelowo, Leonor Varela, Kevin J. O'Connor, E. Roger Mitchell, Matt Lowe, J. Karen Thomas, Fred Galle, Elle Graham, Johanna Jowett, Sydelle Noel, Raymond Scott Parks, Michael Mercaldi, Michael Harding, Claudia Church, Steven Dean Davis, J. Leon II Pridgen, Bill Bennett, Marlo Scheitler",2.7,4.6,6.0,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzdlZmNkZGYtMjZkNy00OWMwLTgxY2YtMjYxMDBkZTYxMjNiXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR9,0,182,268_AL_.jpg",Netflix
319,Careful What You Wish For,Complications arise when a young man (Nick Jonas) has an affair with the seductive wife (Isabel Lucas) of an investment banker (Dermot Mulroney).,2015,"Drama, Mystery & Suspense",R,Elizabeth Allen,Chris Frisina,"Isabel Lucas, Dermot Mulroney, Nick Jonas, Paul Sorvino, Graham Rogers, Kiki Harris, Alex ter Avest, Marc Macaulay, Kandyse McClure, Kevin J. O'Connor, David Sherrill, Brian Patrick Walsh, Kaitlyn Ervin, Ross Gallo, Kevin L. Johnson, Bradley Gallo, Fred Galle, J. Leon II Pridgen, Jay Potter, John Driskell Hopkins, Bonnie Cole, Victor Cordova, Rob C. Baldwin, Sue Thies, Russ Willey, Todd Brown, Keya Hamilton, Mikaela Fleming, Betsy Brown, Jacinta Carol, Kristi Booher, Ozzy Ojito, Jim Gann, Todd Davis, Grace DuBose, Marie Powell, Albert Guzman, John M. Carpenter, Tessa Taylor Herrick, Sierra Alexander, Dustin Dewaine Smith",1.7,5.6,6.083333333333333,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ2NzI5MjUyNF5BMl5BanBnXkFtZTgwNjQyMTIwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Amazon Prime
320,Cargo,A young Russian woman being smuggled into America bonds with the Egyptian transporter hired to drive her from Mexico to New York.,1990,"Art House & International, Drama, Mystery & Suspense",R,Yan Vizinberg,"Yan Vizinberg, Lee Peterkin","Natasha Rinis, Sayed Badreya, Philip Willingham, Phillip Willingham",6.7,5.8,6.318181818181818,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTgwNTgwMl5BMl5BanBnXkFtZTgwMDU0ODkwMzE@._V1_UY268_CR9,0,182,268_AL_.jpg",Netflix
321,Carnage Park,A psychotic sniper (Pat Healy) terrorizes a bank robber (James Landry Hébert) and his hostage (Ashley Bell) in the California desert.,2016,Mystery & Suspense,NR,Mickey Keating,Mickey Keating,"Ashley Bell, Pat Healy, Alan Ruck, Darby Stanchfield, James Landry Hébert, Larry Fessenden, Bob Bancroft, Michael Villar, Graham Skipper, Andy Greene",6.1,4.9,4.833333333333333,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTA2MTQ0Ml5BMl5BanBnXkFtZTgwMzkxNTAwOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",Hulu
322,Carol,"Therese Belivet (Rooney Mara) spots the beautiful, elegant Carol (Cate Blanchett) perusing the doll displays in a 1950s Manhattan department store. The two women develop a fast bond that becomes a love with complicated consequences.",1990,"Drama, Romance",R,Todd Haynes,Phyllis Nagy,"Cate Blanchett, Kyle Chandler, Rooney Mara, Sarah Paulson, Jake Lacy, Cory Michael Smith, Carrie Brownstein, John Magaro, Blanca Camacho, Jayne Houdyshell, William Willet, Giedre Bond, Kevin Crowley, Jim Dougherty, Trent Rowland, Nik Pajic, Sadie Heim, Kennedy Heim, Michael Joseph Thomas Ward, Amy Warner, Michael Haney, Wendy Lardin, Pamela Haynes, Greg Violand, Michael Ward, Kay Geiger, Christine Dye, Deb G. Girdler, Douglas Scott Sorenson, Ken Strunk, Mike Dennis, Ann Reskin, Annie Kalahurka, Linnea Bond, Steve Andrews, Tanya Smith, Ryan Gilreath, Chuck Gillespie, Jeremy Parker, Taylor Marie Frey",9.4,4.2,7.288732394366197,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",Netflix
